epoch,train_loss,val_loss
0,0.8134594897429148,0.8043097933133443
1,0.7004692594210307,0.6081262985865276
2,0.5739738325277964,0.5353371580441793
3,0.4780876874923706,0.43535051743189496
4,0.4386662264664968,0.3664601922035217
5,0.3806038757165273,0.3296796480814616
6,0.33823555906613667,0.30610682169596354
7,0.3518123090267181,0.2737908641497294
8,0.32183972795804344,0.25099069277445474
9,0.3125497043132782,0.25559419790903726
10,0.3008318940798442,0.24145227670669556
11,0.27314785520235696,0.25149863958358765
12,0.2720343232154846,0.24237305720647176
13,0.27755478024482727,0.22877341508865356
14,0.2605431278546651,0.22200876077016193
15,0.2700732986132304,0.2180896004041036
16,0.2598179320494334,0.21629102230072023
17,0.2554068088531494,0.21030343373616536
18,0.23592379291852314,0.18636347850163779
19,0.24816310207049053,0.20210925738016763
20,0.2483174244562785,0.21456745465596516
21,0.2376330574353536,0.18951647281646727
22,0.22970203757286073,0.1960468848546346
23,0.22244008580843608,0.18424955606460572
24,0.21402348279953004,0.19866248766581218
25,0.22716628313064574,0.1939292510350545
26,0.21673233509063722,0.18080934683481853
27,0.21868689060211183,0.16561100482940674
28,0.20817288756370544,0.17232375542322795
29,0.22170945008595785,0.17125477393468222
30,0.20640698671340943,0.17762355804443358
31,0.2226915915807088,0.18702423572540283
32,0.2047538459300995,0.16303322712580362
33,0.20917724967002868,0.15856085618336996
34,0.2192115326722463,0.19116713205973307
35,0.2000192105770111,0.17020690441131592
36,0.194667516152064,0.16463439067204794
37,0.1988152027130127,0.1588083227475484
38,0.19687950015068054,0.16031955083211263
39,0.19532358646392822,0.16778714259465535
40,0.19188481370608013,0.17298205693562826
41,0.21494266986846924,0.1781231641769409
42,0.20051873326301575,0.15681025981903077
43,0.1876410166422526,0.15909801721572875
44,0.18216226100921631,0.15306657552719116
45,0.19040053685506184,0.1553581158320109
46,0.20575955510139465,0.15432174603144327
47,0.1957994500796,0.15415924787521362
48,0.1964626451333364,0.1684831738471985
49,0.20947001179059346,0.17676393588383993
50,0.18251712322235109,0.16619230508804322
51,0.1831463098526001,0.16226304769515992
52,0.184183265765508,0.16503500541051228
53,0.19907550215721131,0.1600194215774536
54,0.1788673182328542,0.16272167364756265
55,0.18637767632802327,0.163780943552653
56,0.1872898737589518,0.16279098987579346
57,0.18115856448809306,0.15436903635660806
58,0.1786736249923706,0.1591192642847697
59,0.17190107107162475,0.14698037306467693
60,0.17352503538131714,0.16084829568862916
61,0.19014765818913779,0.15426534016927082
62,0.16191090941429137,0.16010348002115884
63,0.16633011698722838,0.15107988913853962
64,0.1690562387307485,0.15109154383341472
65,0.17032628854115803,0.1493400732676188
66,0.18134424487749737,0.15208034912745158
67,0.16578881939252219,0.1475549300511678
68,0.1757346491018931,0.149661123752594
69,0.16836816668510438,0.15224246581395467
70,0.17548803687095643,0.1574173927307129
71,0.16646133263905843,0.14923976262410482
72,0.179113640387853,0.14042232433954874
73,0.1607757806777954,0.1444877028465271
74,0.17090246478716534,0.1381868322690328
75,0.16560977896054585,0.14345031181971232
76,0.18385122617085775,0.1455395181973775
77,0.1603079597155253,0.14564848343531292
78,0.16438411474227904,0.14779925346374512
79,0.17890854875246684,0.1380399505297343
80,0.17758320967356364,0.14083261887232462
81,0.16014144817988077,0.13733017047246296
82,0.1594531536102295,0.14384735027949017
83,0.16589385271072388,0.13599602778752645
84,0.15770591894785563,0.13865772485733033
85,0.1718338131904602,0.1335829734802246
86,0.15929647286732992,0.1346774657567342
87,0.17755306164423626,0.1403836727142334
88,0.1688836614290873,0.14426256815592448
89,0.17353992263476054,0.1519096811612447
90,0.15086901386578877,0.146159565448761
91,0.1505053202311198,0.14030193090438842
92,0.16002847552299498,0.1526919960975647
93,0.16147701342900594,0.14101796944936115
94,0.1514873961607615,0.14011929035186768
95,0.16211852232615154,0.1461481253306071
96,0.14877536098162333,0.1428916613260905
97,0.15271999637285869,0.14268276691436768
98,0.16217823028564454,0.1474362850189209
99,0.1558342138926188,0.1318280537923177
